Sample,Run_0,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Mean
C18-neg_Cluster_0692: NA,0.761043936169713,0.7563463878201967,0.7478473484688342,0.7509747412825248,0.7537040168735938,0.7525143627540787,0.753608891519516,0.7532095999098072,0.7562665294982549,0.7543240932557299,0.7539839907552249
C18-neg_Cluster_0639: NA,0.7438450372750461,0.757664050132236,0.7497099263894175,0.760991088750781,0.7535396026813606,0.76122009423282,0.7528044363646613,0.7489148663312617,0.7424205057380553,0.7594373746341784,0.7530546982529817
C18-neg_Cluster_1637: NA,0.7502348774174759,0.7546611423498077,0.7612106991361209,0.7420564457409679,0.7516594089544667,0.7564579545934976,0.7514362754078647,0.7414363693588316,0.7382302926102867,0.7535548697134965,0.7500938335282816
C18-neg_Cluster_1292: chenodeoxycholate,0.7566893088497113,0.7433482715370849,0.740219704336307,0.7442584215298036,0.7495431634230095,0.7516053871484473,0.7614408790052473,0.7576793171643719,0.7512272345063111,0.7423547400611621,0.7498366427561456
C18-neg_Cluster_0109: NA,0.7467457733808726,0.7435608355999005,0.7484956101410675,0.7423394730290261,0.7519154253395153,0.7489512723309705,0.7583158349657315,0.7535219868750499,0.7518120792758259,0.7509735668954373,0.7496631857833397
C18-neg_Cluster_0263: NA,0.7429231434114536,0.7566963551722357,0.7441773888207744,0.7441468547565027,0.7541091804187394,0.7522736134011659,0.7456982200989304,0.7519624008230105,0.746071675192717,0.7541996082244677,0.7492258440319997
isoCA_aMCA,0.7520868858542727,0.738912611508054,0.7462184735786395,0.747441010536601,0.7507163761233013,0.7427481597354342,0.7419249143871813,0.7546963739624291,0.7489818063952424,0.7441374596598036,0.746786407174096
C18-neg_Cluster_0127: NA,0.7435514405032014,0.7466130676399987,0.73824673402951,0.7448092090737845,0.7485273185924267,0.7480610869187372,0.7472718987960184,0.7578895324530128,0.7395514780835883,0.7513247086345638,0.7465846474724842
C18-neg_Cluster_1406: NA,0.7499119209684467,0.7459507133227169,0.7422713585779582,0.7508349892191266,0.7388163117668889,0.7450487840396097,0.7482865692395139,0.7540657280965065,0.7411439469740743,0.7437604814047549,0.7460090803609597
C18-neg_Cluster_0526: NA,0.7447657567515513,0.742924317798541,0.7236491025333879,0.7429395848306769,0.7479565664679605,0.748014111435242,0.742394669222133,0.7481503403373779,0.740938429233783,0.7555501533749537,0.7437283031985606
C18-neg_Cluster_0628: NA,0.7502489700625244,0.7476077735030089,0.7393412627949473,0.7400705571762097,0.7413177562630063,0.7402655054327147,0.7414903911648512,0.7440576013378618,0.743317737472813,0.7474926835684457,0.7435210238776383
C18-neg_Cluster_0788: NA,0.7411392494257248,0.7493963650370871,0.7406765409132974,0.7409266853629092,0.7403101321420351,0.733122883167275,0.742490968963298,0.7468784791217464,0.745920179258445,0.7468420731220375,0.7427703556513856
C18-neg_Cluster_0331: NA,0.7517627550181561,0.7280495309497974,0.7341445999332947,0.7625917783508788,0.7449935878465029,0.7464956289312609,0.7348468834115475,0.7324746214950418,0.7481996645950479,0.7405273937532003,0.7424086444284729
C18-neg_Cluster_1392: NA,0.7393353908595104,0.7432637156667935,0.7294529235192154,0.7385297613175684,0.7411509932965985,0.7388210093152384,0.747344710795436,0.7428702959925215,0.747927206790776,0.7421057699986378,0.7410801777552296
C18-neg_Cluster_0011: NA,0.731220376085721,0.7469794764112611,0.7341117170948482,0.7431474513451429,0.7442325850138813,0.7364182133344608,0.7349854610878583,0.7345849950910621,0.7510510764432043,0.7454445524880565,0.7402175904395496
C18-neg_Cluster_0640: NA,0.734182180320091,0.7424122850284437,0.7310477411838762,0.7347705482508678,0.7380341699666945,0.7333272265204789,0.7360811642403831,0.7326296405905758,0.7393858895042678,0.7437851435335899,0.7365655989139269
C18-neg_Cluster_1988: NA,0.7398873527905787,0.7374622434551409,0.7364452242374705,0.7325415615590223,0.7387822545413549,0.7348492321857223,0.727444721599797,0.7350512267647514,0.7409701376851422,0.7271746125697,0.7350608567388679
C18-neg_Cluster_1107: NA,0.738974854023685,0.7335280467124209,0.7284828797850401,0.7264793754139716,0.7253824978743594,0.7338463056131006,0.7373953033911602,0.7524638641093214,0.7282339097225159,0.7428726447666963,0.7347659681412272
C18-neg_Cluster_1225: NA,0.7385050991887335,0.736936118039995,0.7274740812769815,0.7273625145036806,0.7376231344861117,0.7338756652902851,0.7388914725404812,0.7438884895972793,0.7301716484166914,0.7305779863489246,0.7345306209689164
C18-neg_Cluster_0388: NA,0.7321011664012552,0.7395268159547532,0.7248317103303786,0.7321152590463037,0.7450252962978622,0.7391228267966947,0.7217959197095036,0.7389912954429083,0.7249914269742622,0.7461186506762122,0.7344620367630135
C18-neg_Cluster_0704: NA,0.7336173001310616,0.7327094989125176,0.7333624581331004,0.730130544868633,0.7341211121915474,0.7377711072591215,0.7289913893938753,0.7273096670847485,0.7316595968564007,0.7414950887132007,0.7331167763544206
C18-neg_Cluster_0634: NA,0.7287353730088267,0.7310806240223228,0.7232967864071741,0.7335397905832947,0.7399096661452388,0.7299649562893127,0.7362866819806744,0.7322503135613525,0.7336548805178579,0.7382443852553353,0.7326963457771389
